"","Country.","Sex","Field","Level.of.education","Year.","Value"
"12697","Argentina","Women","Agriculture and veterinary","Master's",2012,NA
"12698","Argentina","Men","Agriculture and veterinary","Master's",2012,NA
"12699","Argentina","Women","Agriculture and veterinary","Doctoral",2012,NA
"12700","Argentina","Men","Agriculture and veterinary","Doctoral",2012,NA
"12701","Argentina","Women","Agriculture and veterinary","Total tertiary",2012,NA
"12702","Argentina","Men","Agriculture and veterinary","Total tertiary",2012,NA
"12703","Argentina","Women","Health and Welfare","2-year college",2012,NA
"12704","Argentina","Men","Health and Welfare","2-year college",2012,NA
"12705","Argentina","Women","Health and Welfare","Bachelor's",2012,NA
"12706","Argentina","Men","Health and Welfare","Bachelor's",2012,NA
"12707","Argentina","Women","Health and Welfare","Master's",2012,NA
"12708","Argentina","Men","Health and Welfare","Master's",2012,NA
"12709","Argentina","Women","Health and Welfare","Doctoral",2012,NA
"12710","Argentina","Men","Health and Welfare","Doctoral",2012,NA
"12711","Argentina","Women","Health and Welfare","Total tertiary",2012,NA
"12712","Argentina","Men","Health and Welfare","Total tertiary",2012,NA
"12713","Argentina","Women","Services","2-year college",2012,NA
"12714","Argentina","Men","Services","2-year college",2012,NA
"12715","Argentina","Women","Services","Bachelor's",2012,NA
"12716","Argentina","Men","Services","Bachelor's",2012,NA
"12717","Argentina","Women","Services","Master's",2012,NA
"12718","Argentina","Men","Services","Master's",2012,NA
"12719","Argentina","Women","Services","Doctoral",2012,NA
"12720","Argentina","Men","Services","Doctoral",2012,NA
"12721","Argentina","Women","Services","Total tertiary",2012,NA
"12722","Argentina","Men","Services","Total tertiary",2012,NA
"12723","Brazil","Women","Education","Bachelor's",2012,77.2
"12724","Brazil","Men","Education","Bachelor's",2012,22.8
"12725","Brazil","Women","Education","Master's",2012,NA
"12726","Brazil","Men","Education","Master's",2012,NA
"12727","Brazil","Women","Education","Doctoral",2012,NA
"12728","Brazil","Men","Education","Doctoral",2012,NA
"12729","Brazil","Women","Education","Total tertiary",2012,NA
"12730","Brazil","Men","Education","Total tertiary",2012,NA
"12731","Brazil","Women","Humanities and arts","2-year college",2012,50.8
"12732","Brazil","Men","Humanities and arts","2-year college",2012,49.2
"12733","Brazil","Women","Humanities and arts","Bachelor's",2012,56.2
"12734","Brazil","Men","Humanities and arts","Bachelor's",2012,43.8
"12735","Brazil","Women","Humanities and arts","Master's",2012,NA
"12736","Brazil","Men","Humanities and arts","Master's",2012,NA
"12737","Brazil","Women","Humanities and arts","Doctoral",2012,NA
"12738","Brazil","Men","Humanities and arts","Doctoral",2012,NA
"12739","Brazil","Women","Humanities and arts","Total tertiary",2012,NA
"12740","Brazil","Men","Humanities and arts","Total tertiary",2012,NA
"12741","Brazil","Women","Social sciences, business and law","2-year college",2012,68.4
"12742","Brazil","Men","Social sciences, business and law","2-year college",2012,31.6
"12743","Brazil","Women","Social sciences, business and law","Bachelor's",2012,57.8
"12744","Brazil","Men","Social sciences, business and law","Bachelor's",2012,42.2
"12745","Brazil","Women","Social sciences, business and law","Master's",2012,NA
"12746","Brazil","Men","Social sciences, business and law","Master's",2012,NA
"12747","Brazil","Women","Social sciences, business and law","Doctoral",2012,NA
"12748","Brazil","Men","Social sciences, business and law","Doctoral",2012,NA
"12749","Brazil","Women","Social sciences, business and law","Total tertiary",2012,NA
"12750","Brazil","Men","Social sciences, business and law","Total tertiary",2012,NA
"12751","Brazil","Women","Science, mathematics and computing","2-year college",2012,12.1
"12752","Brazil","Men","Science, mathematics and computing","2-year college",2012,87.9
"12753","Brazil","Women","Science, mathematics and computing","Bachelor's",2012,33.1
"12754","Brazil","Men","Science, mathematics and computing","Bachelor's",2012,66.9
"12755","Brazil","Women","Science, mathematics and computing","Master's",2012,NA
"12756","Brazil","Men","Science, mathematics and computing","Master's",2012,NA
"12757","Brazil","Women","Science, mathematics and computing","Doctoral",2012,NA
"12758","Brazil","Men","Science, mathematics and computing","Doctoral",2012,NA
"12759","Brazil","Women","Science, mathematics and computing","Total tertiary",2012,NA
"12760","Brazil","Men","Science, mathematics and computing","Total tertiary",2012,NA
"12761","Brazil","Women","Engineering, manufacturing and construction","2-year college",2012,16.7
"12762","Brazil","Men","Engineering, manufacturing and construction","2-year college",2012,83.3
"12763","Brazil","Women","Engineering, manufacturing and construction","Bachelor's",2012,29.5
"12764","Brazil","Men","Engineering, manufacturing and construction","Bachelor's",2012,70.5
"12765","Brazil","Women","Engineering, manufacturing and construction","Master's",2012,NA
"12766","Brazil","Men","Engineering, manufacturing and construction","Master's",2012,NA
"12767","Brazil","Women","Engineering, manufacturing and construction","Doctoral",2012,NA
"12768","Brazil","Men","Engineering, manufacturing and construction","Doctoral",2012,NA
"12769","Brazil","Women","Engineering, manufacturing and construction","Total tertiary",2012,NA
"12770","Brazil","Men","Engineering, manufacturing and construction","Total tertiary",2012,NA
"12771","Brazil","Women","Agriculture and veterinary","Bachelor's",2012,42.3
"12772","Brazil","Men","Agriculture and veterinary","Bachelor's",2012,57.7
"12773","Brazil","Women","Agriculture and veterinary","Master's",2012,NA
"12774","Brazil","Men","Agriculture and veterinary","Master's",2012,NA
"12775","Brazil","Women","Agriculture and veterinary","Doctoral",2012,NA
"12776","Brazil","Men","Agriculture and veterinary","Doctoral",2012,NA
"12777","Brazil","Women","Agriculture and veterinary","Total tertiary",2012,NA
"12778","Brazil","Men","Agriculture and veterinary","Total tertiary",2012,NA
"12779","Brazil","Women","Health and Welfare","2-year college",2012,72.6
"12780","Brazil","Men","Health and Welfare","2-year college",2012,27.4
"12781","Brazil","Women","Health and Welfare","Bachelor's",2012,77.1
"12782","Brazil","Men","Health and Welfare","Bachelor's",2012,22.9
"12783","Brazil","Women","Health and Welfare","Master's",2012,NA
"12784","Brazil","Men","Health and Welfare","Master's",2012,NA
"12785","Brazil","Women","Health and Welfare","Doctoral",2012,NA
"12786","Brazil","Men","Health and Welfare","Doctoral",2012,NA
"12787","Brazil","Women","Health and Welfare","Total tertiary",2012,NA
"12788","Brazil","Men","Health and Welfare","Total tertiary",2012,NA
"12789","Brazil","Women","Services","2-year college",2012,85.1
"12790","Brazil","Men","Services","2-year college",2012,14.9
"12791","Brazil","Women","Services","Bachelor's",2012,59.6
"12792","Brazil","Men","Services","Bachelor's",2012,40.4
"12793","Brazil","Women","Services","Master's",2012,NA
"12794","Brazil","Men","Services","Master's",2012,NA
"12795","Brazil","Women","Services","Doctoral",2012,NA
"12796","Brazil","Men","Services","Doctoral",2012,NA
"12797","Brazil","Women","Services","Total tertiary",2012,NA
"12798","Brazil","Men","Services","Total tertiary",2012,NA
"12799","Chile","Women","Education","2-year college",2012,NA
"12800","Chile","Men","Education","2-year college",2012,NA
"12801","Chile","Women","Education","Bachelor's",2012,NA
"12802","Chile","Men","Education","Bachelor's",2012,NA
"12803","Chile","Women","Education","Master's",2012,NA
"12804","Chile","Men","Education","Master's",2012,NA
"12805","Chile","Women","Education","Doctoral",2012,47.6
"12806","Chile","Men","Education","Doctoral",2012,52.4
"12807","Chile","Women","Education","Total tertiary",2012,NA
"12808","Chile","Men","Education","Total tertiary",2012,NA
"12809","Chile","Women","Humanities and arts","2-year college",2012,NA
"12810","Chile","Men","Humanities and arts","2-year college",2012,NA
"12811","Chile","Women","Humanities and arts","Bachelor's",2012,NA
"12812","Chile","Men","Humanities and arts","Bachelor's",2012,NA
"12813","Chile","Women","Humanities and arts","Master's",2012,NA
"12814","Chile","Men","Humanities and arts","Master's",2012,NA
"12815","Chile","Women","Humanities and arts","Doctoral",2012,32.9
"12816","Chile","Men","Humanities and arts","Doctoral",2012,67.1
"12817","Chile","Women","Humanities and arts","Total tertiary",2012,NA
"12818","Chile","Men","Humanities and arts","Total tertiary",2012,NA
"12819","Chile","Women","Social sciences, business and law","2-year college",2012,NA
"12820","Chile","Men","Social sciences, business and law","2-year college",2012,NA
"12821","Chile","Women","Social sciences, business and law","Bachelor's",2012,NA
"12822","Chile","Men","Social sciences, business and law","Bachelor's",2012,NA
"12823","Chile","Women","Social sciences, business and law","Master's",2012,NA
"12824","Chile","Men","Social sciences, business and law","Master's",2012,NA
"12825","Chile","Women","Social sciences, business and law","Doctoral",2012,50
"12826","Chile","Men","Social sciences, business and law","Doctoral",2012,50
"12827","Chile","Women","Social sciences, business and law","Total tertiary",2012,NA
"12828","Chile","Men","Social sciences, business and law","Total tertiary",2012,NA
"12829","Chile","Women","Science, mathematics and computing","2-year college",2012,NA
"12830","Chile","Men","Science, mathematics and computing","2-year college",2012,NA
"12831","Chile","Women","Science, mathematics and computing","Bachelor's",2012,NA
"12832","Chile","Men","Science, mathematics and computing","Bachelor's",2012,NA
"12833","Chile","Women","Science, mathematics and computing","Master's",2012,NA
"12834","Chile","Men","Science, mathematics and computing","Master's",2012,NA
"12835","Chile","Women","Science, mathematics and computing","Doctoral",2012,40
"12836","Chile","Men","Science, mathematics and computing","Doctoral",2012,60
"12837","Chile","Women","Science, mathematics and computing","Total tertiary",2012,NA
"12838","Chile","Men","Science, mathematics and computing","Total tertiary",2012,NA
"12839","Chile","Women","Engineering, manufacturing and construction","2-year college",2012,NA
"12840","Chile","Men","Engineering, manufacturing and construction","2-year college",2012,NA
"12841","Chile","Women","Engineering, manufacturing and construction","Bachelor's",2012,NA
"12842","Chile","Men","Engineering, manufacturing and construction","Bachelor's",2012,NA
"12843","Chile","Women","Engineering, manufacturing and construction","Master's",2012,NA
"12844","Chile","Men","Engineering, manufacturing and construction","Master's",2012,NA
"12845","Chile","Women","Engineering, manufacturing and construction","Doctoral",2012,37.2
"12846","Chile","Men","Engineering, manufacturing and construction","Doctoral",2012,62.8
"12847","Chile","Women","Engineering, manufacturing and construction","Total tertiary",2012,NA
"12848","Chile","Men","Engineering, manufacturing and construction","Total tertiary",2012,NA
"12849","Chile","Women","Agriculture and veterinary","2-year college",2012,NA
"12850","Chile","Men","Agriculture and veterinary","2-year college",2012,NA
"12851","Chile","Women","Agriculture and veterinary","Bachelor's",2012,NA
"12852","Chile","Men","Agriculture and veterinary","Bachelor's",2012,NA
"12853","Chile","Women","Agriculture and veterinary","Master's",2012,NA
"12854","Chile","Men","Agriculture and veterinary","Master's",2012,NA
"12855","Chile","Women","Agriculture and veterinary","Doctoral",2012,34.1
"12856","Chile","Men","Agriculture and veterinary","Doctoral",2012,65.9
"12857","Chile","Women","Agriculture and veterinary","Total tertiary",2012,NA
"12858","Chile","Men","Agriculture and veterinary","Total tertiary",2012,NA
"12859","Chile","Women","Health and Welfare","2-year college",2012,NA
"12860","Chile","Men","Health and Welfare","2-year college",2012,NA
"12861","Chile","Women","Health and Welfare","Bachelor's",2012,NA
"12862","Chile","Men","Health and Welfare","Bachelor's",2012,NA
"12863","Chile","Women","Health and Welfare","Master's",2012,NA
"12864","Chile","Men","Health and Welfare","Master's",2012,NA
"12865","Chile","Women","Health and Welfare","Doctoral",2012,34.4
"12866","Chile","Men","Health and Welfare","Doctoral",2012,65.6
"12867","Chile","Women","Health and Welfare","Total tertiary",2012,NA
"12868","Chile","Men","Health and Welfare","Total tertiary",2012,NA
"12869","Chile","Women","Services","2-year college",2012,NA
"12870","Chile","Men","Services","2-year college",2012,NA
"12871","Chile","Women","Services","Bachelor's",2012,NA
"12872","Chile","Men","Services","Bachelor's",2012,NA
"12873","Chile","Women","Services","Master's",2012,NA
"12874","Chile","Men","Services","Master's",2012,NA
"12875","Chile","Women","Services","Doctoral",2012,33.3
"12876","Chile","Men","Services","Doctoral",2012,66.7
"12877","Chile","Women","Services","Total tertiary",2012,NA
"12878","Chile","Men","Services","Total tertiary",2012,NA
"12879","China (People's Republic of)","Women","Education","2-year college",2012,NA
"12880","China (People's Republic of)","Men","Education","2-year college",2012,NA
"12881","China (People's Republic of)","Women","Education","Bachelor's",2012,NA
"12882","China (People's Republic of)","Men","Education","Bachelor's",2012,NA
"12883","China (People's Republic of)","Women","Education","Master's",2012,NA
"12884","China (People's Republic of)","Men","Education","Master's",2012,NA
"12885","China (People's Republic of)","Women","Education","Doctoral",2012,NA
"12886","China (People's Republic of)","Men","Education","Doctoral",2012,NA
"12887","China (People's Republic of)","Women","Education","Total tertiary",2012,NA
"12888","China (People's Republic of)","Men","Education","Total tertiary",2012,NA
"12889","China (People's Republic of)","Women","Humanities and arts","2-year college",2012,NA
"12890","China (People's Republic of)","Men","Humanities and arts","2-year college",2012,NA
"12891","China (People's Republic of)","Women","Humanities and arts","Bachelor's",2012,NA
"12892","China (People's Republic of)","Men","Humanities and arts","Bachelor's",2012,NA
"12893","China (People's Republic of)","Women","Humanities and arts","Master's",2012,NA
"12894","China (People's Republic of)","Men","Humanities and arts","Master's",2012,NA
"12895","China (People's Republic of)","Women","Humanities and arts","Doctoral",2012,NA
"12896","China (People's Republic of)","Men","Humanities and arts","Doctoral",2012,NA
"12897","China (People's Republic of)","Women","Humanities and arts","Total tertiary",2012,NA
"12898","China (People's Republic of)","Men","Humanities and arts","Total tertiary",2012,NA
"12899","China (People's Republic of)","Women","Social sciences, business and law","2-year college",2012,NA
"12900","China (People's Republic of)","Men","Social sciences, business and law","2-year college",2012,NA
"12901","China (People's Republic of)","Women","Social sciences, business and law","Bachelor's",2012,NA
"12902","China (People's Republic of)","Men","Social sciences, business and law","Bachelor's",2012,NA
"12903","China (People's Republic of)","Women","Social sciences, business and law","Master's",2012,NA
"12904","China (People's Republic of)","Men","Social sciences, business and law","Master's",2012,NA
"12905","China (People's Republic of)","Women","Social sciences, business and law","Doctoral",2012,NA
"12906","China (People's Republic of)","Men","Social sciences, business and law","Doctoral",2012,NA
"12907","China (People's Republic of)","Women","Social sciences, business and law","Total tertiary",2012,NA
"12908","China (People's Republic of)","Men","Social sciences, business and law","Total tertiary",2012,NA
"12909","China (People's Republic of)","Women","Science, mathematics and computing","2-year college",2012,NA
"12910","China (People's Republic of)","Men","Science, mathematics and computing","2-year college",2012,NA
"12911","China (People's Republic of)","Women","Science, mathematics and computing","Bachelor's",2012,NA
"12912","China (People's Republic of)","Men","Science, mathematics and computing","Bachelor's",2012,NA
"12913","China (People's Republic of)","Women","Science, mathematics and computing","Master's",2012,NA
"12914","China (People's Republic of)","Men","Science, mathematics and computing","Master's",2012,NA
"12915","China (People's Republic of)","Women","Science, mathematics and computing","Doctoral",2012,NA
"12916","China (People's Republic of)","Men","Science, mathematics and computing","Doctoral",2012,NA
"12917","China (People's Republic of)","Women","Science, mathematics and computing","Total tertiary",2012,NA
"12918","China (People's Republic of)","Men","Science, mathematics and computing","Total tertiary",2012,NA
"12919","China (People's Republic of)","Women","Engineering, manufacturing and construction","2-year college",2012,NA
"12920","China (People's Republic of)","Men","Engineering, manufacturing and construction","2-year college",2012,NA
"12921","China (People's Republic of)","Women","Engineering, manufacturing and construction","Bachelor's",2012,NA
"12922","China (People's Republic of)","Men","Engineering, manufacturing and construction","Bachelor's",2012,NA
"12923","China (People's Republic of)","Women","Engineering, manufacturing and construction","Master's",2012,NA
"12924","China (People's Republic of)","Men","Engineering, manufacturing and construction","Master's",2012,NA
"12925","China (People's Republic of)","Women","Engineering, manufacturing and construction","Doctoral",2012,NA
"12926","China (People's Republic of)","Men","Engineering, manufacturing and construction","Doctoral",2012,NA
"12927","China (People's Republic of)","Women","Engineering, manufacturing and construction","Total tertiary",2012,NA
"12928","China (People's Republic of)","Men","Engineering, manufacturing and construction","Total tertiary",2012,NA
"12929","China (People's Republic of)","Women","Agriculture and veterinary","2-year college",2012,NA
"12930","China (People's Republic of)","Men","Agriculture and veterinary","2-year college",2012,NA
"12931","China (People's Republic of)","Women","Agriculture and veterinary","Bachelor's",2012,NA
"12932","China (People's Republic of)","Men","Agriculture and veterinary","Bachelor's",2012,NA
"12933","China (People's Republic of)","Women","Agriculture and veterinary","Master's",2012,NA
"12934","China (People's Republic of)","Men","Agriculture and veterinary","Master's",2012,NA
"12935","China (People's Republic of)","Women","Agriculture and veterinary","Doctoral",2012,NA
"12936","China (People's Republic of)","Men","Agriculture and veterinary","Doctoral",2012,NA
"12937","China (People's Republic of)","Women","Agriculture and veterinary","Total tertiary",2012,NA
"12938","China (People's Republic of)","Men","Agriculture and veterinary","Total tertiary",2012,NA
"12939","China (People's Republic of)","Women","Health and Welfare","2-year college",2012,NA
"12940","China (People's Republic of)","Men","Health and Welfare","2-year college",2012,NA
"12941","China (People's Republic of)","Women","Health and Welfare","Bachelor's",2012,NA
"12942","China (People's Republic of)","Men","Health and Welfare","Bachelor's",2012,NA
"12943","China (People's Republic of)","Women","Health and Welfare","Master's",2012,NA
"12944","China (People's Republic of)","Men","Health and Welfare","Master's",2012,NA
"12945","China (People's Republic of)","Women","Health and Welfare","Doctoral",2012,NA
"12946","China (People's Republic of)","Men","Health and Welfare","Doctoral",2012,NA
"12947","China (People's Republic of)","Women","Health and Welfare","Total tertiary",2012,NA
"12948","China (People's Republic of)","Men","Health and Welfare","Total tertiary",2012,NA
"12949","China (People's Republic of)","Women","Services","2-year college",2012,NA
"12950","China (People's Republic of)","Men","Services","2-year college",2012,NA
"12951","China (People's Republic of)","Women","Services","Bachelor's",2012,NA
"12952","China (People's Republic of)","Men","Services","Bachelor's",2012,NA
"12953","China (People's Republic of)","Women","Services","Master's",2012,NA
"12954","China (People's Republic of)","Men","Services","Master's",2012,NA
"12955","China (People's Republic of)","Women","Services","Doctoral",2012,NA
"12956","China (People's Republic of)","Men","Services","Doctoral",2012,NA
"12957","China (People's Republic of)","Women","Services","Total tertiary",2012,NA
"12958","China (People's Republic of)","Men","Services","Total tertiary",2012,NA
"12959","Colombia","Women","Education","2-year college",2012,NA
"12960","Colombia","Men","Education","2-year college",2012,NA
"12961","Colombia","Women","Education","Bachelor's",2012,NA
"12962","Colombia","Men","Education","Bachelor's",2012,NA
"12963","Colombia","Women","Education","Master's",2012,NA
"12964","Colombia","Men","Education","Master's",2012,NA
"12965","Colombia","Women","Education","Doctoral",2012,NA
"12966","Colombia","Men","Education","Doctoral",2012,NA
"12967","Colombia","Women","Education","Total tertiary",2012,NA
"12968","Colombia","Men","Education","Total tertiary",2012,NA
"12969","Colombia","Women","Humanities and arts","2-year college",2012,NA
"12970","Colombia","Men","Humanities and arts","2-year college",2012,NA
"12971","Colombia","Women","Humanities and arts","Bachelor's",2012,NA
"12972","Colombia","Men","Humanities and arts","Bachelor's",2012,NA
"12973","Colombia","Women","Humanities and arts","Master's",2012,NA
"12974","Colombia","Men","Humanities and arts","Master's",2012,NA
"12975","Colombia","Women","Humanities and arts","Doctoral",2012,NA
"12976","Colombia","Men","Humanities and arts","Doctoral",2012,NA
"12977","Colombia","Women","Humanities and arts","Total tertiary",2012,NA
"12978","Colombia","Men","Humanities and arts","Total tertiary",2012,NA
"12979","Colombia","Women","Social sciences, business and law","2-year college",2012,NA
"12980","Colombia","Men","Social sciences, business and law","2-year college",2012,NA
"12981","Colombia","Women","Social sciences, business and law","Bachelor's",2012,NA
"12982","Colombia","Men","Social sciences, business and law","Bachelor's",2012,NA
"12983","Colombia","Women","Social sciences, business and law","Master's",2012,NA
"12984","Colombia","Men","Social sciences, business and law","Master's",2012,NA
"12985","Colombia","Women","Social sciences, business and law","Doctoral",2012,NA
"12986","Colombia","Men","Social sciences, business and law","Doctoral",2012,NA
"12987","Colombia","Women","Social sciences, business and law","Total tertiary",2012,NA
"12988","Colombia","Men","Social sciences, business and law","Total tertiary",2012,NA
"12989","Colombia","Women","Science, mathematics and computing","2-year college",2012,NA
"12990","Colombia","Men","Science, mathematics and computing","2-year college",2012,NA
"12991","Colombia","Women","Science, mathematics and computing","Bachelor's",2012,NA
"12992","Colombia","Men","Science, mathematics and computing","Bachelor's",2012,NA
"12993","Colombia","Women","Science, mathematics and computing","Master's",2012,NA
"12994","Colombia","Men","Science, mathematics and computing","Master's",2012,NA
"12995","Colombia","Women","Science, mathematics and computing","Doctoral",2012,NA
"12996","Colombia","Men","Science, mathematics and computing","Doctoral",2012,NA
"12997","Colombia","Women","Science, mathematics and computing","Total tertiary",2012,NA
"12998","Colombia","Men","Science, mathematics and computing","Total tertiary",2012,NA
"12999","Colombia","Women","Engineering, manufacturing and construction","2-year college",2012,NA
"13000","Colombia","Men","Engineering, manufacturing and construction","2-year college",2012,NA
"13001","Colombia","Women","Engineering, manufacturing and construction","Bachelor's",2012,NA
"13002","Colombia","Men","Engineering, manufacturing and construction","Bachelor's",2012,NA
"13003","Colombia","Women","Engineering, manufacturing and construction","Master's",2012,NA
"13004","Colombia","Men","Engineering, manufacturing and construction","Master's",2012,NA
"13005","Colombia","Women","Engineering, manufacturing and construction","Doctoral",2012,NA
"13006","Colombia","Men","Engineering, manufacturing and construction","Doctoral",2012,NA
"13007","Colombia","Women","Engineering, manufacturing and construction","Total tertiary",2012,NA
"13008","Colombia","Men","Engineering, manufacturing and construction","Total tertiary",2012,NA
"13009","Colombia","Women","Agriculture and veterinary","2-year college",2012,NA
"13010","Colombia","Men","Agriculture and veterinary","2-year college",2012,NA
"13011","Colombia","Women","Agriculture and veterinary","Bachelor's",2012,NA
"13012","Colombia","Men","Agriculture and veterinary","Bachelor's",2012,NA
"13013","Colombia","Women","Agriculture and veterinary","Master's",2012,NA
"13014","Colombia","Men","Agriculture and veterinary","Master's",2012,NA
"13015","Colombia","Women","Agriculture and veterinary","Doctoral",2012,NA
"13016","Colombia","Men","Agriculture and veterinary","Doctoral",2012,NA
"13017","Colombia","Women","Agriculture and veterinary","Total tertiary",2012,NA
"13018","Colombia","Men","Agriculture and veterinary","Total tertiary",2012,NA
"13019","Colombia","Women","Health and Welfare","2-year college",2012,NA
"13020","Colombia","Men","Health and Welfare","2-year college",2012,NA
"13021","Colombia","Women","Health and Welfare","Bachelor's",2012,NA
"13022","Colombia","Men","Health and Welfare","Bachelor's",2012,NA
"13023","Colombia","Women","Health and Welfare","Master's",2012,NA
"13024","Colombia","Men","Health and Welfare","Master's",2012,NA
"13025","Colombia","Women","Health and Welfare","Doctoral",2012,NA
"13026","Colombia","Men","Health and Welfare","Doctoral",2012,NA
"13027","Colombia","Women","Health and Welfare","Total tertiary",2012,NA
"13028","Colombia","Men","Health and Welfare","Total tertiary",2012,NA
"13029","Colombia","Women","Services","2-year college",2012,NA
"13030","Colombia","Men","Services","2-year college",2012,NA
"13031","Colombia","Women","Services","Bachelor's",2012,NA
"13032","Colombia","Men","Services","Bachelor's",2012,NA
"13033","Colombia","Women","Services","Master's",2012,NA
"13034","Colombia","Men","Services","Master's",2012,NA
"13035","Colombia","Women","Services","Doctoral",2012,NA
"13036","Colombia","Men","Services","Doctoral",2012,NA
"13037","Colombia","Women","Services","Total tertiary",2012,NA
"13038","Colombia","Men","Services","Total tertiary",2012,NA
"13039","Estonia","Women","Education","2-year college",2012,NA
"13040","Estonia","Men","Education","2-year college",2012,NA
"13041","Estonia","Women","Education","Bachelor's",2012,NA
"13042","Estonia","Men","Education","Bachelor's",2012,NA
"13043","Estonia","Women","Education","Master's",2012,NA
"13044","Estonia","Men","Education","Master's",2012,NA
"13045","Estonia","Women","Education","Doctoral",2012,100
"13046","Estonia","Men","Education","Doctoral",2012,0
"13047","Estonia","Women","Education","Total tertiary",2012,NA
"13048","Estonia","Men","Education","Total tertiary",2012,NA
"13049","Estonia","Women","Humanities and arts","2-year college",2012,NA
"13050","Estonia","Men","Humanities and arts","2-year college",2012,NA
"13051","Estonia","Women","Humanities and arts","Bachelor's",2012,NA
"13052","Estonia","Men","Humanities and arts","Bachelor's",2012,NA
"13053","Estonia","Women","Humanities and arts","Master's",2012,NA
"13054","Estonia","Men","Humanities and arts","Master's",2012,NA
"13055","Estonia","Women","Humanities and arts","Doctoral",2012,60
"13056","Estonia","Men","Humanities and arts","Doctoral",2012,40
"13057","Estonia","Women","Humanities and arts","Total tertiary",2012,NA
"13058","Estonia","Men","Humanities and arts","Total tertiary",2012,NA
"13059","Estonia","Women","Social sciences, business and law","2-year college",2012,NA
"13060","Estonia","Men","Social sciences, business and law","2-year college",2012,NA
"13061","Estonia","Women","Social sciences, business and law","Bachelor's",2012,NA
"13062","Estonia","Men","Social sciences, business and law","Bachelor's",2012,NA
"13063","Estonia","Women","Social sciences, business and law","Master's",2012,NA
"13064","Estonia","Men","Social sciences, business and law","Master's",2012,NA
"13065","Estonia","Women","Social sciences, business and law","Doctoral",2012,48.4
"13066","Estonia","Men","Social sciences, business and law","Doctoral",2012,51.6
"13067","Estonia","Women","Social sciences, business and law","Total tertiary",2012,NA
"13068","Estonia","Men","Social sciences, business and law","Total tertiary",2012,NA
"13069","Estonia","Women","Science, mathematics and computing","2-year college",2012,NA
"13070","Estonia","Men","Science, mathematics and computing","2-year college",2012,NA
"13071","Estonia","Women","Science, mathematics and computing","Bachelor's",2012,NA
"13072","Estonia","Men","Science, mathematics and computing","Bachelor's",2012,NA
"13073","Estonia","Women","Science, mathematics and computing","Master's",2012,NA
"13074","Estonia","Men","Science, mathematics and computing","Master's",2012,NA
"13075","Estonia","Women","Science, mathematics and computing","Doctoral",2012,52.6
"13076","Estonia","Men","Science, mathematics and computing","Doctoral",2012,47.4
"13077","Estonia","Women","Science, mathematics and computing","Total tertiary",2012,NA
"13078","Estonia","Men","Science, mathematics and computing","Total tertiary",2012,NA
"13079","Estonia","Women","Engineering, manufacturing and construction","2-year college",2012,NA
"13080","Estonia","Men","Engineering, manufacturing and construction","2-year college",2012,NA
"13081","Estonia","Women","Engineering, manufacturing and construction","Bachelor's",2012,NA
"13082","Estonia","Men","Engineering, manufacturing and construction","Bachelor's",2012,NA
"13083","Estonia","Women","Engineering, manufacturing and construction","Master's",2012,NA
"13084","Estonia","Men","Engineering, manufacturing and construction","Master's",2012,NA
"13085","Estonia","Women","Engineering, manufacturing and construction","Doctoral",2012,27.3
"13086","Estonia","Men","Engineering, manufacturing and construction","Doctoral",2012,72.7
"13087","Estonia","Women","Engineering, manufacturing and construction","Total tertiary",2012,NA
"13088","Estonia","Men","Engineering, manufacturing and construction","Total tertiary",2012,NA
"13089","Estonia","Women","Agriculture and veterinary","2-year college",2012,NA
"13090","Estonia","Men","Agriculture and veterinary","2-year college",2012,NA
"13091","Estonia","Women","Agriculture and veterinary","Bachelor's",2012,NA
"13092","Estonia","Men","Agriculture and veterinary","Bachelor's",2012,NA
"13093","Estonia","Women","Agriculture and veterinary","Master's",2012,NA
"13094","Estonia","Men","Agriculture and veterinary","Master's",2012,NA
"13095","Estonia","Women","Agriculture and veterinary","Doctoral",2012,88.9
"13096","Estonia","Men","Agriculture and veterinary","Doctoral",2012,11.1
"13097","Estonia","Women","Agriculture and veterinary","Total tertiary",2012,NA
"13098","Estonia","Men","Agriculture and veterinary","Total tertiary",2012,NA
"13099","Estonia","Women","Health and Welfare","2-year college",2012,NA
"13100","Estonia","Men","Health and Welfare","2-year college",2012,NA
"13101","Estonia","Women","Health and Welfare","Bachelor's",2012,NA
"13102","Estonia","Men","Health and Welfare","Bachelor's",2012,NA
"13103","Estonia","Women","Health and Welfare","Master's",2012,NA
"13104","Estonia","Men","Health and Welfare","Master's",2012,NA
"13105","Estonia","Women","Health and Welfare","Doctoral",2012,50
"13106","Estonia","Men","Health and Welfare","Doctoral",2012,50
"13107","Estonia","Women","Health and Welfare","Total tertiary",2012,NA
"13108","Estonia","Men","Health and Welfare","Total tertiary",2012,NA
"13109","Estonia","Women","Services","2-year college",2012,NA
"13110","Estonia","Men","Services","2-year college",2012,NA
"13111","Estonia","Women","Services","Bachelor's",2012,NA
"13112","Estonia","Men","Services","Bachelor's",2012,NA
"13113","Estonia","Women","Services","Master's",2012,NA
"13114","Estonia","Men","Services","Master's",2012,NA
"13115","Estonia","Women","Services","Doctoral",2012,60
"13116","Estonia","Men","Services","Doctoral",2012,40
"13117","Estonia","Women","Services","Total tertiary",2012,NA
"13118","Estonia","Men","Services","Total tertiary",2012,NA
